dteday,season,year,month,casual,registered,count,cluster
2012-01-02,Spring,2012,Jan,244,1707,1951,Cluster Rendah
2012-01-03,Spring,2012,Jan,89,2147,2236,Cluster Rendah
2012-01-04,Spring,2012,Jan,95,2273,2368,Cluster Rendah
2012-01-05,Spring,2012,Jan,140,3132,3272,Cluster Sedang
2012-01-06,Spring,2012,Jan,307,3791,4098,Cluster Sedang
2012-01-07,Spring,2012,Jan,1070,3451,4521,Cluster Sedang
2012-01-08,Spring,2012,Jan,599,2826,3425,Cluster Sedang
2012-01-09,Spring,2012,Jan,106,2270,2376,Cluster Rendah
2012-01-10,Spring,2012,Jan,173,3425,3598,Cluster Sedang
2012-01-11,Spring,2012,Jan,92,2085,2177,Cluster Rendah
2012-01-12,Spring,2012,Jan,269,3828,4097,Cluster Sedang
2012-01-13,Spring,2012,Jan,174,3040,3214,Cluster Sedang
2012-01-14,Spring,2012,Jan,333,2160,2493,Cluster Rendah
2012-01-15,Spring,2012,Jan,284,2027,2311,Cluster Rendah
2012-01-16,Spring,2012,Jan,217,2081,2298,Cluster Rendah
2012-01-17,Spring,2012,Jan,127,2808,2935,Cluster Rendah
2012-01-18,Spring,2012,Jan,109,3267,3376,Cluster Sedang
2012-01-19,Spring,2012,Jan,130,3162,3292,Cluster Sedang
2012-01-20,Spring,2012,Jan,115,3048,3163,Cluster Sedang
2012-01-21,Spring,2012,Jan,67,1234,1301,Cluster Rendah
2012-01-22,Spring,2012,Jan,196,1781,1977,Cluster Rendah
2012-01-23,Spring,2012,Jan,145,2287,2432,Cluster Rendah
2012-01-24,Spring,2012,Jan,439,3900,4339,Cluster Sedang
2012-01-25,Spring,2012,Jan,467,3803,4270,Cluster Sedang
2012-01-26,Spring,2012,Jan,244,3831,4075,Cluster Sedang
2012-01-27,Spring,2012,Jan,269,3187,3456,Cluster Sedang
2012-01-28,Spring,2012,Jan,775,3248,4023,Cluster Sedang
2012-01-29,Spring,2012,Jan,558,2685,3243,Cluster Sedang
2012-01-30,Spring,2012,Jan,126,3498,3624,Cluster Sedang
2012-01-31,Spring,2012,Jan,324,4185,4509,Cluster Sedang
2012-02-01,Spring,2012,Feb,304,4275,4579,Cluster Sedang
2012-02-02,Spring,2012,Feb,190,3571,3761,Cluster Sedang
2012-02-03,Spring,2012,Feb,310,3841,4151,Cluster Sedang
2012-02-04,Spring,2012,Feb,384,2448,2832,Cluster Rendah
2012-02-05,Spring,2012,Feb,318,2629,2947,Cluster Rendah
2012-02-06,Spring,2012,Feb,206,3578,3784,Cluster Sedang
2012-02-07,Spring,2012,Feb,199,4176,4375,Cluster Sedang
2012-02-08,Spring,2012,Feb,109,2693,2802,Cluster Rendah
2012-02-09,Spring,2012,Feb,163,3667,3830,Cluster Sedang
2012-02-10,Spring,2012,Feb,227,3604,3831,Cluster Sedang
2012-02-11,Spring,2012,Feb,192,1977,2169,Cluster Rendah
2012-02-12,Spring,2012,Feb,73,1456,1529,Cluster Rendah
2012-02-13,Spring,2012,Feb,94,3328,3422,Cluster Sedang
2012-02-14,Spring,2012,Feb,135,3787,3922,Cluster Sedang
2012-02-15,Spring,2012,Feb,141,4028,4169,Cluster Sedang
2012-02-16,Spring,2012,Feb,74,2931,3005,Cluster Rendah
2012-02-17,Spring,2012,Feb,349,3805,4154,Cluster Sedang
2012-02-18,Spring,2012,Feb,1435,2883,4318,Cluster Sedang
2012-02-19,Spring,2012,Feb,618,2071,2689,Cluster Rendah
2012-02-20,Spring,2012,Feb,502,2627,3129,Cluster Rendah
2012-02-21,Spring,2012,Feb,163,3614,3777,Cluster Sedang
2012-02-22,Spring,2012,Feb,394,4379,4773,Cluster Sedang
2012-02-23,Spring,2012,Feb,516,4546,5062,Cluster Sedang
2012-02-24,Spring,2012,Feb,246,3241,3487,Cluster Sedang
2012-02-25,Spring,2012,Feb,317,2415,2732,Cluster Rendah
2012-02-26,Spring,2012,Feb,515,2874,3389,Cluster Sedang
2012-02-27,Spring,2012,Feb,253,4069,4322,Cluster Sedang
2012-02-28,Spring,2012,Feb,229,4134,4363,Cluster Sedang
2012-02-29,Spring,2012,Feb,65,1769,1834,Cluster Rendah
2012-03-01,Spring,2012,Mar,325,4665,4990,Cluster Sedang
2012-03-02,Spring,2012,Mar,246,2948,3194,Cluster Sedang
2012-03-03,Spring,2012,Mar,956,3110,4066,Cluster Sedang
2012-03-04,Spring,2012,Mar,710,2713,3423,Cluster Sedang
2012-03-05,Spring,2012,Mar,203,3130,3333,Cluster Sedang
2012-03-06,Spring,2012,Mar,221,3735,3956,Cluster Sedang
2012-03-07,Spring,2012,Mar,432,4484,4916,Cluster Sedang
2012-03-08,Spring,2012,Mar,486,4896,5382,Cluster Sedang
2012-03-09,Spring,2012,Mar,447,4122,4569,Cluster Sedang
2012-03-10,Spring,2012,Mar,968,3150,4118,Cluster Sedang
2012-03-11,Spring,2012,Mar,1658,3253,4911,Cluster Sedang
2012-03-12,Spring,2012,Mar,838,4460,5298,Cluster Sedang
2012-03-13,Spring,2012,Mar,762,5085,5847,Cluster Sedang
2012-03-14,Spring,2012,Mar,997,5315,6312,Cluster Tinggi
2012-03-15,Spring,2012,Mar,1005,5187,6192,Cluster Tinggi
2012-03-16,Spring,2012,Mar,548,3830,4378,Cluster Sedang
2012-03-17,Spring,2012,Mar,3155,4681,7836,Cluster Tinggi
2012-03-18,Spring,2012,Mar,2207,3685,5892,Cluster Sedang
2012-03-19,Spring,2012,Mar,982,5171,6153,Cluster Tinggi
2012-03-20,Spring,2012,Mar,1051,5042,6093,Cluster Tinggi
2012-03-21,Summer,2012,Mar,1122,5108,6230,Cluster Tinggi
2012-03-22,Summer,2012,Mar,1334,5537,6871,Cluster Tinggi
2012-03-23,Summer,2012,Mar,2469,5893,8362,Cluster Tinggi
2012-03-24,Summer,2012,Mar,1033,2339,3372,Cluster Sedang
2012-03-25,Summer,2012,Mar,1532,3464,4996,Cluster Sedang
2012-03-26,Summer,2012,Mar,795,4763,5558,Cluster Sedang
2012-03-27,Summer,2012,Mar,531,4571,5102,Cluster Sedang
2012-03-28,Summer,2012,Mar,674,5024,5698,Cluster Sedang
2012-03-29,Summer,2012,Mar,834,5299,6133,Cluster Tinggi
2012-03-30,Summer,2012,Mar,796,4663,5459,Cluster Sedang
2012-03-31,Summer,2012,Mar,2301,3934,6235,Cluster Tinggi
2012-04-01,Summer,2012,Apr,2347,3694,6041,Cluster Tinggi
2012-04-02,Summer,2012,Apr,1208,4728,5936,Cluster Sedang
2012-04-03,Summer,2012,Apr,1348,5424,6772,Cluster Tinggi
2012-04-04,Summer,2012,Apr,1058,5378,6436,Cluster Tinggi
2012-04-05,Summer,2012,Apr,1192,5265,6457,Cluster Tinggi
2012-04-06,Summer,2012,Apr,1807,4653,6460,Cluster Tinggi
2012-04-07,Summer,2012,Apr,3252,3605,6857,Cluster Tinggi
2012-04-08,Summer,2012,Apr,2230,2939,5169,Cluster Sedang
2012-04-09,Summer,2012,Apr,905,4680,5585,Cluster Sedang
2012-04-10,Summer,2012,Apr,819,5099,5918,Cluster Sedang
2012-04-11,Summer,2012,Apr,482,4380,4862,Cluster Sedang
2012-04-12,Summer,2012,Apr,663,4746,5409,Cluster Sedang
2012-04-13,Summer,2012,Apr,1252,5146,6398,Cluster Tinggi
2012-04-14,Summer,2012,Apr,2795,4665,7460,Cluster Tinggi
2012-04-15,Summer,2012,Apr,2846,4286,7132,Cluster Tinggi
2012-04-16,Summer,2012,Apr,1198,5172,6370,Cluster Tinggi
2012-04-17,Summer,2012,Apr,989,5702,6691,Cluster Tinggi
2012-04-18,Summer,2012,Apr,347,4020,4367,Cluster Sedang
2012-04-19,Summer,2012,Apr,846,5719,6565,Cluster Tinggi
2012-04-20,Summer,2012,Apr,1340,5950,7290,Cluster Tinggi
2012-04-21,Summer,2012,Apr,2541,4083,6624,Cluster Tinggi
2012-04-22,Summer,2012,Apr,120,907,1027,Cluster Rendah
2012-04-23,Summer,2012,Apr,195,3019,3214,Cluster Sedang
2012-04-24,Summer,2012,Apr,518,5115,5633,Cluster Sedang
2012-04-25,Summer,2012,Apr,655,5541,6196,Cluster Tinggi
2012-04-26,Summer,2012,Apr,475,4551,5026,Cluster Sedang
2012-04-27,Summer,2012,Apr,1014,5219,6233,Cluster Tinggi
2012-04-28,Summer,2012,Apr,1120,3100,4220,Cluster Sedang
2012-04-29,Summer,2012,Apr,2229,4075,6304,Cluster Tinggi
2012-04-30,Summer,2012,Apr,665,4907,5572,Cluster Sedang
2012-05-01,Summer,2012,May,653,5087,5740,Cluster Sedang
2012-05-02,Summer,2012,May,667,5502,6169,Cluster Tinggi
2012-05-03,Summer,2012,May,764,5657,6421,Cluster Tinggi
2012-05-04,Summer,2012,May,1069,5227,6296,Cluster Tinggi
2012-05-05,Summer,2012,May,2496,4387,6883,Cluster Tinggi
2012-05-06,Summer,2012,May,2135,4224,6359,Cluster Tinggi
2012-05-07,Summer,2012,May,1008,5265,6273,Cluster Tinggi
2012-05-08,Summer,2012,May,738,4990,5728,Cluster Sedang
2012-05-09,Summer,2012,May,620,4097,4717,Cluster Sedang
2012-05-10,Summer,2012,May,1026,5546,6572,Cluster Tinggi
2012-05-11,Summer,2012,May,1319,5711,7030,Cluster Tinggi
2012-05-12,Summer,2012,May,2622,4807,7429,Cluster Tinggi
2012-05-13,Summer,2012,May,2172,3946,6118,Cluster Tinggi
2012-05-14,Summer,2012,May,342,2501,2843,Cluster Rendah
2012-05-15,Summer,2012,May,625,4490,5115,Cluster Sedang
2012-05-16,Summer,2012,May,991,6433,7424,Cluster Tinggi
2012-05-17,Summer,2012,May,1242,6142,7384,Cluster Tinggi
2012-05-18,Summer,2012,May,1521,6118,7639,Cluster Tinggi
2012-05-19,Summer,2012,May,3410,4884,8294,Cluster Tinggi
2012-05-20,Summer,2012,May,2704,4425,7129,Cluster Tinggi
2012-05-21,Summer,2012,May,630,3729,4359,Cluster Sedang
2012-05-22,Summer,2012,May,819,5254,6073,Cluster Tinggi
2012-05-23,Summer,2012,May,766,4494,5260,Cluster Sedang
2012-05-24,Summer,2012,May,1059,5711,6770,Cluster Tinggi
2012-05-25,Summer,2012,May,1417,5317,6734,Cluster Tinggi
2012-05-26,Summer,2012,May,2855,3681,6536,Cluster Tinggi
2012-05-27,Summer,2012,May,3283,3308,6591,Cluster Tinggi
2012-05-28,Summer,2012,May,2557,3486,6043,Cluster Tinggi
2012-05-29,Summer,2012,May,880,4863,5743,Cluster Sedang
2012-05-30,Summer,2012,May,745,6110,6855,Cluster Tinggi
2012-05-31,Summer,2012,May,1100,6238,7338,Cluster Tinggi
2012-06-01,Summer,2012,Jun,533,3594,4127,Cluster Sedang
2012-06-02,Summer,2012,Jun,2795,5325,8120,Cluster Tinggi
2012-06-03,Summer,2012,Jun,2494,5147,7641,Cluster Tinggi
2012-06-04,Summer,2012,Jun,1071,5927,6998,Cluster Tinggi
2012-06-05,Summer,2012,Jun,968,6033,7001,Cluster Tinggi
2012-06-06,Summer,2012,Jun,1027,6028,7055,Cluster Tinggi
2012-06-07,Summer,2012,Jun,1038,6456,7494,Cluster Tinggi
2012-06-08,Summer,2012,Jun,1488,6248,7736,Cluster Tinggi
2012-06-09,Summer,2012,Jun,2708,4790,7498,Cluster Tinggi
2012-06-10,Summer,2012,Jun,2224,4374,6598,Cluster Tinggi
2012-06-11,Summer,2012,Jun,1017,5647,6664,Cluster Tinggi
2012-06-12,Summer,2012,Jun,477,4495,4972,Cluster Sedang
2012-06-13,Summer,2012,Jun,1173,6248,7421,Cluster Tinggi
2012-06-14,Summer,2012,Jun,1180,6183,7363,Cluster Tinggi
2012-06-15,Summer,2012,Jun,1563,6102,7665,Cluster Tinggi
2012-06-16,Summer,2012,Jun,2963,4739,7702,Cluster Tinggi
2012-06-17,Summer,2012,Jun,2634,4344,6978,Cluster Tinggi
2012-06-18,Summer,2012,Jun,653,4446,5099,Cluster Sedang
2012-06-19,Summer,2012,Jun,968,5857,6825,Cluster Tinggi
2012-06-20,Summer,2012,Jun,872,5339,6211,Cluster Tinggi
2012-06-21,Fall,2012,Jun,778,5127,5905,Cluster Sedang
2012-06-22,Fall,2012,Jun,964,4859,5823,Cluster Sedang
2012-06-23,Fall,2012,Jun,2657,4801,7458,Cluster Tinggi
2012-06-24,Fall,2012,Jun,2551,4340,6891,Cluster Tinggi
2012-06-25,Fall,2012,Jun,1139,5640,6779,Cluster Tinggi
2012-06-26,Fall,2012,Jun,1077,6365,7442,Cluster Tinggi
2012-06-27,Fall,2012,Jun,1077,6258,7335,Cluster Tinggi
2012-06-28,Fall,2012,Jun,921,5958,6879,Cluster Tinggi
2012-06-29,Fall,2012,Jun,829,4634,5463,Cluster Sedang
2012-06-30,Fall,2012,Jun,1455,4232,5687,Cluster Sedang
2012-07-01,Fall,2012,Jul,1421,4110,5531,Cluster Sedang
2012-07-02,Fall,2012,Jul,904,5323,6227,Cluster Tinggi
2012-07-03,Fall,2012,Jul,1052,5608,6660,Cluster Tinggi
2012-07-04,Fall,2012,Jul,2562,4841,7403,Cluster Tinggi
2012-07-05,Fall,2012,Jul,1405,4836,6241,Cluster Tinggi
2012-07-06,Fall,2012,Jul,1366,4841,6207,Cluster Tinggi
2012-07-07,Fall,2012,Jul,1448,3392,4840,Cluster Sedang
2012-07-08,Fall,2012,Jul,1203,3469,4672,Cluster Sedang
2012-07-09,Fall,2012,Jul,998,5571,6569,Cluster Tinggi
2012-07-10,Fall,2012,Jul,954,5336,6290,Cluster Tinggi
2012-07-11,Fall,2012,Jul,975,6289,7264,Cluster Tinggi
2012-07-12,Fall,2012,Jul,1032,6414,7446,Cluster Tinggi
2012-07-13,Fall,2012,Jul,1511,5988,7499,Cluster Tinggi
2012-07-14,Fall,2012,Jul,2355,4614,6969,Cluster Tinggi
2012-07-15,Fall,2012,Jul,1920,4111,6031,Cluster Tinggi
2012-07-16,Fall,2012,Jul,1088,5742,6830,Cluster Tinggi
2012-07-17,Fall,2012,Jul,921,5865,6786,Cluster Tinggi
2012-07-18,Fall,2012,Jul,799,4914,5713,Cluster Sedang
2012-07-19,Fall,2012,Jul,888,5703,6591,Cluster Tinggi
2012-07-20,Fall,2012,Jul,747,5123,5870,Cluster Sedang
2012-07-21,Fall,2012,Jul,1264,3195,4459,Cluster Sedang
2012-07-22,Fall,2012,Jul,2544,4866,7410,Cluster Tinggi
2012-07-23,Fall,2012,Jul,1135,5831,6966,Cluster Tinggi
2012-07-24,Fall,2012,Jul,1140,6452,7592,Cluster Tinggi
2012-07-25,Fall,2012,Jul,1383,6790,8173,Cluster Tinggi
2012-07-26,Fall,2012,Jul,1036,5825,6861,Cluster Tinggi
2012-07-27,Fall,2012,Jul,1259,5645,6904,Cluster Tinggi
2012-07-28,Fall,2012,Jul,2234,4451,6685,Cluster Tinggi
2012-07-29,Fall,2012,Jul,2153,4444,6597,Cluster Tinggi
2012-07-30,Fall,2012,Jul,1040,6065,7105,Cluster Tinggi
2012-07-31,Fall,2012,Jul,968,6248,7216,Cluster Tinggi
2012-08-01,Fall,2012,Aug,1074,6506,7580,Cluster Tinggi
2012-08-02,Fall,2012,Aug,983,6278,7261,Cluster Tinggi
2012-08-03,Fall,2012,Aug,1328,5847,7175,Cluster Tinggi
2012-08-04,Fall,2012,Aug,2345,4479,6824,Cluster Tinggi
2012-08-05,Fall,2012,Aug,1707,3757,5464,Cluster Sedang
2012-08-06,Fall,2012,Aug,1233,5780,7013,Cluster Tinggi
2012-08-07,Fall,2012,Aug,1278,5995,7273,Cluster Tinggi
2012-08-08,Fall,2012,Aug,1263,6271,7534,Cluster Tinggi
2012-08-09,Fall,2012,Aug,1196,6090,7286,Cluster Tinggi
2012-08-10,Fall,2012,Aug,1065,4721,5786,Cluster Sedang
2012-08-11,Fall,2012,Aug,2247,4052,6299,Cluster Tinggi
2012-08-12,Fall,2012,Aug,2182,4362,6544,Cluster Tinggi
2012-08-13,Fall,2012,Aug,1207,5676,6883,Cluster Tinggi
2012-08-14,Fall,2012,Aug,1128,5656,6784,Cluster Tinggi
2012-08-15,Fall,2012,Aug,1198,6149,7347,Cluster Tinggi
2012-08-16,Fall,2012,Aug,1338,6267,7605,Cluster Tinggi
2012-08-17,Fall,2012,Aug,1483,5665,7148,Cluster Tinggi
2012-08-18,Fall,2012,Aug,2827,5038,7865,Cluster Tinggi
2012-08-19,Fall,2012,Aug,1208,3341,4549,Cluster Sedang
2012-08-20,Fall,2012,Aug,1026,5504,6530,Cluster Tinggi
2012-08-21,Fall,2012,Aug,1081,5925,7006,Cluster Tinggi
2012-08-22,Fall,2012,Aug,1094,6281,7375,Cluster Tinggi
2012-08-23,Fall,2012,Aug,1363,6402,7765,Cluster Tinggi
2012-08-24,Fall,2012,Aug,1325,6257,7582,Cluster Tinggi
2012-08-25,Fall,2012,Aug,1829,4224,6053,Cluster Tinggi
2012-08-26,Fall,2012,Aug,1483,3772,5255,Cluster Sedang
2012-08-27,Fall,2012,Aug,989,5928,6917,Cluster Tinggi
2012-08-28,Fall,2012,Aug,935,6105,7040,Cluster Tinggi
2012-08-29,Fall,2012,Aug,1177,6520,7697,Cluster Tinggi
2012-08-30,Fall,2012,Aug,1172,6541,7713,Cluster Tinggi
2012-08-31,Fall,2012,Aug,1433,5917,7350,Cluster Tinggi
2012-09-01,Fall,2012,Sep,2352,3788,6140,Cluster Tinggi
2012-09-02,Fall,2012,Sep,2613,3197,5810,Cluster Sedang
2012-09-03,Fall,2012,Sep,1965,4069,6034,Cluster Tinggi
2012-09-04,Fall,2012,Sep,867,5997,6864,Cluster Tinggi
2012-09-05,Fall,2012,Sep,832,6280,7112,Cluster Tinggi
2012-09-06,Fall,2012,Sep,611,5592,6203,Cluster Tinggi
2012-09-07,Fall,2012,Sep,1045,6459,7504,Cluster Tinggi
2012-09-08,Fall,2012,Sep,1557,4419,5976,Cluster Tinggi
2012-09-09,Fall,2012,Sep,2570,5657,8227,Cluster Tinggi
2012-09-10,Fall,2012,Sep,1118,6407,7525,Cluster Tinggi
2012-09-11,Fall,2012,Sep,1070,6697,7767,Cluster Tinggi
2012-09-12,Fall,2012,Sep,1050,6820,7870,Cluster Tinggi
2012-09-13,Fall,2012,Sep,1054,6750,7804,Cluster Tinggi
2012-09-14,Fall,2012,Sep,1379,6630,8009,Cluster Tinggi
2012-09-15,Fall,2012,Sep,3160,5554,8714,Cluster Tinggi
2012-09-16,Fall,2012,Sep,2166,5167,7333,Cluster Tinggi
2012-09-17,Fall,2012,Sep,1022,5847,6869,Cluster Tinggi
2012-09-18,Fall,2012,Sep,371,3702,4073,Cluster Sedang
2012-09-19,Fall,2012,Sep,788,6803,7591,Cluster Tinggi
2012-09-20,Fall,2012,Sep,939,6781,7720,Cluster Tinggi
2012-09-21,Fall,2012,Sep,1250,6917,8167,Cluster Tinggi
2012-09-22,Fall,2012,Sep,2512,5883,8395,Cluster Tinggi
2012-09-23,Winter,2012,Sep,2454,5453,7907,Cluster Tinggi
2012-09-24,Winter,2012,Sep,1001,6435,7436,Cluster Tinggi
2012-09-25,Winter,2012,Sep,845,6693,7538,Cluster Tinggi
2012-09-26,Winter,2012,Sep,787,6946,7733,Cluster Tinggi
2012-09-27,Winter,2012,Sep,751,6642,7393,Cluster Tinggi
2012-09-28,Winter,2012,Sep,1045,6370,7415,Cluster Tinggi
2012-09-29,Winter,2012,Sep,2589,5966,8555,Cluster Tinggi
2012-09-30,Winter,2012,Sep,2015,4874,6889,Cluster Tinggi
2012-10-01,Winter,2012,Oct,763,6015,6778,Cluster Tinggi
2012-10-02,Winter,2012,Oct,315,4324,4639,Cluster Sedang
2012-10-03,Winter,2012,Oct,728,6844,7572,Cluster Tinggi
2012-10-04,Winter,2012,Oct,891,6437,7328,Cluster Tinggi
2012-10-05,Winter,2012,Oct,1516,6640,8156,Cluster Tinggi
2012-10-06,Winter,2012,Oct,3031,4934,7965,Cluster Tinggi
2012-10-07,Winter,2012,Oct,781,2729,3510,Cluster Sedang
2012-10-08,Winter,2012,Oct,874,4604,5478,Cluster Sedang
2012-10-09,Winter,2012,Oct,601,5791,6392,Cluster Tinggi
2012-10-10,Winter,2012,Oct,780,6911,7691,Cluster Tinggi
2012-10-11,Winter,2012,Oct,834,6736,7570,Cluster Tinggi
2012-10-12,Winter,2012,Oct,1060,6222,7282,Cluster Tinggi
2012-10-13,Winter,2012,Oct,2252,4857,7109,Cluster Tinggi
2012-10-14,Winter,2012,Oct,2080,4559,6639,Cluster Tinggi
2012-10-15,Winter,2012,Oct,760,5115,5875,Cluster Sedang
2012-10-16,Winter,2012,Oct,922,6612,7534,Cluster Tinggi
2012-10-17,Winter,2012,Oct,979,6482,7461,Cluster Tinggi
2012-10-18,Winter,2012,Oct,1008,6501,7509,Cluster Tinggi
2012-10-19,Winter,2012,Oct,753,4671,5424,Cluster Sedang
2012-10-20,Winter,2012,Oct,2806,5284,8090,Cluster Tinggi
2012-10-21,Winter,2012,Oct,2132,4692,6824,Cluster Tinggi
2012-10-22,Winter,2012,Oct,830,6228,7058,Cluster Tinggi
2012-10-23,Winter,2012,Oct,841,6625,7466,Cluster Tinggi
2012-10-24,Winter,2012,Oct,795,6898,7693,Cluster Tinggi
2012-10-25,Winter,2012,Oct,875,6484,7359,Cluster Tinggi
2012-10-26,Winter,2012,Oct,1182,6262,7444,Cluster Tinggi
2012-10-27,Winter,2012,Oct,2643,5209,7852,Cluster Tinggi
2012-10-28,Winter,2012,Oct,998,3461,4459,Cluster Sedang
2012-10-29,Winter,2012,Oct,2,20,22,Cluster Rendah
2012-10-30,Winter,2012,Oct,87,1009,1096,Cluster Rendah
2012-10-31,Winter,2012,Oct,419,5147,5566,Cluster Sedang
2012-11-01,Winter,2012,Nov,466,5520,5986,Cluster Tinggi
2012-11-02,Winter,2012,Nov,618,5229,5847,Cluster Sedang
2012-11-03,Winter,2012,Nov,1029,4109,5138,Cluster Sedang
2012-11-04,Winter,2012,Nov,1201,3906,5107,Cluster Sedang
2012-11-05,Winter,2012,Nov,378,4881,5259,Cluster Sedang
2012-11-06,Winter,2012,Nov,466,5220,5686,Cluster Sedang
2012-11-07,Winter,2012,Nov,326,4709,5035,Cluster Sedang
2012-11-08,Winter,2012,Nov,340,4975,5315,Cluster Sedang
2012-11-09,Winter,2012,Nov,709,5283,5992,Cluster Tinggi
2012-11-10,Winter,2012,Nov,2090,4446,6536,Cluster Tinggi
2012-11-11,Winter,2012,Nov,2290,4562,6852,Cluster Tinggi
2012-11-12,Winter,2012,Nov,1097,5172,6269,Cluster Tinggi
2012-11-13,Winter,2012,Nov,327,3767,4094,Cluster Sedang
2012-11-14,Winter,2012,Nov,373,5122,5495,Cluster Sedang
2012-11-15,Winter,2012,Nov,320,5125,5445,Cluster Sedang
2012-11-16,Winter,2012,Nov,484,5214,5698,Cluster Sedang
2012-11-17,Winter,2012,Nov,1313,4316,5629,Cluster Sedang
2012-11-18,Winter,2012,Nov,922,3747,4669,Cluster Sedang
2012-11-19,Winter,2012,Nov,449,5050,5499,Cluster Sedang
2012-11-20,Winter,2012,Nov,534,5100,5634,Cluster Sedang
2012-11-21,Winter,2012,Nov,615,4531,5146,Cluster Sedang
2012-11-22,Winter,2012,Nov,955,1470,2425,Cluster Rendah
2012-11-23,Winter,2012,Nov,1603,2307,3910,Cluster Sedang
2012-11-24,Winter,2012,Nov,532,1745,2277,Cluster Rendah
2012-11-25,Winter,2012,Nov,309,2115,2424,Cluster Rendah
2012-11-26,Winter,2012,Nov,337,4750,5087,Cluster Sedang
2012-11-27,Winter,2012,Nov,123,3836,3959,Cluster Sedang
2012-11-28,Winter,2012,Nov,198,5062,5260,Cluster Sedang
2012-11-29,Winter,2012,Nov,243,5080,5323,Cluster Sedang
2012-11-30,Winter,2012,Nov,362,5306,5668,Cluster Sedang
2012-12-01,Winter,2012,Dec,951,4240,5191,Cluster Sedang
2012-12-02,Winter,2012,Dec,892,3757,4649,Cluster Sedang
2012-12-03,Winter,2012,Dec,555,5679,6234,Cluster Tinggi
2012-12-04,Winter,2012,Dec,551,6055,6606,Cluster Tinggi
2012-12-05,Winter,2012,Dec,331,5398,5729,Cluster Sedang
2012-12-06,Winter,2012,Dec,340,5035,5375,Cluster Sedang
2012-12-07,Winter,2012,Dec,349,4659,5008,Cluster Sedang
2012-12-08,Winter,2012,Dec,1153,4429,5582,Cluster Sedang
2012-12-09,Winter,2012,Dec,441,2787,3228,Cluster Sedang
2012-12-10,Winter,2012,Dec,329,4841,5170,Cluster Sedang
2012-12-11,Winter,2012,Dec,282,5219,5501,Cluster Sedang
2012-12-12,Winter,2012,Dec,310,5009,5319,Cluster Sedang
2012-12-13,Winter,2012,Dec,425,5107,5532,Cluster Sedang
2012-12-14,Winter,2012,Dec,429,5182,5611,Cluster Sedang
2012-12-15,Winter,2012,Dec,767,4280,5047,Cluster Sedang
2012-12-16,Winter,2012,Dec,538,3248,3786,Cluster Sedang
2012-12-17,Winter,2012,Dec,212,4373,4585,Cluster Sedang
2012-12-18,Winter,2012,Dec,433,5124,5557,Cluster Sedang
2012-12-19,Winter,2012,Dec,333,4934,5267,Cluster Sedang
2012-12-20,Winter,2012,Dec,314,3814,4128,Cluster Sedang
2012-12-21,Spring,2012,Dec,221,3402,3623,Cluster Sedang
2012-12-22,Spring,2012,Dec,205,1544,1749,Cluster Rendah
2012-12-23,Spring,2012,Dec,408,1379,1787,Cluster Rendah
2012-12-24,Spring,2012,Dec,174,746,920,Cluster Rendah
2012-12-25,Spring,2012,Dec,440,573,1013,Cluster Rendah
2012-12-26,Spring,2012,Dec,9,432,441,Cluster Rendah
2012-12-27,Spring,2012,Dec,247,1867,2114,Cluster Rendah
2012-12-28,Spring,2012,Dec,644,2451,3095,Cluster Rendah
2012-12-29,Spring,2012,Dec,159,1182,1341,Cluster Rendah
2012-12-30,Spring,2012,Dec,364,1432,1796,Cluster Rendah
2012-12-31,Spring,2012,Dec,439,2290,2729,Cluster Rendah
